Event Name,Start Date & Time,End Date & Time,Address,Phone,Email,Image
"Dr. Tonea Stewart Launches  the ""American Theatre of BEing"" Workshop","07/24/2024 - 1pm, CDT","07/25/2024 - 3pm, CDT","500 West County Line Road Jackson, MS 39174 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ba299fe383efb3025926eafc3e69638d.png
2024 Brown Family Reunion,"07/11/2024 - 3pm, EDT","07/15/2024 - 11pm, EDT","3601 Ironbound Williamsburg, VA 23188 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/4e6a8cfb2d4b612bdf92b546f0db1f31.png
An Evening of Violin Soul with Dr. Melanie R. Hill,"07/19/2024 - 8, EDT","07/19/2024 - 11:30pm, EDT","195 Utica Avenue Brooklyn, NY 11213 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/3688faa24f2b93c92b0504d7207759d6.png
Dine & Wine with Phil Long,"07/11/2024 - 6, EDT","07/11/2024 - 8:30pm, EDT","310 Lenox Avenue New York, NY 10027 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/f356aabea86727bf26783fb50bbe59d9.png
History of Black Georgetown Walking Tour,"07/20/2024 - 2, EDT","07/20/2024 - 4:30pm, EDT","3206 O Street Northwest Washington, DC 20007 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/75c9ef116533a16cc87817612ac01052.png
A Night with the Kings Black Tie Scholarship Gala,"07/27/2024 - 5, EDT","07/27/2024 - 10pm, EDT","536 Main Street Yanceyville, NC 27379 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/4567e90c92dcb466e4d2873949a7fc8a.png
FUNNY FIRST FRIDAYS - A Black Business Networking Happy Hour & Comedy Show!,"08/02/2024 - 5, CDT","08/02/2024 - 11pm, CDT","7333 West Sam Houston Parkway South Houston, TX 77072 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/581ae9e87d53596399732c3536ffd3ea.png
"AfterGlow Chorus - ""Giant Shoulders: Music of the Civil Rights Movement""","07/21/2024 - 4, PDT","07/21/2024 - 5:30pm, PDT","2501 Harrison Street Oakland, CA 94612 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/5e7685cb797af67b03e13ccd9f6b9433.png
Chad Lawson Cooper’s Justice on Trial Reloaded Lakeland,"08/04/2024 - 6, EDT","08/04/2024 - 8pm, EDT","1100 Red Devil Way Lakeland, FL 33815 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/b0ca3a6670a43e219acfaaa46534ab53.png
2024 Toledo Black Men's Wellness Day,"08/17/2024 - 7am, EDT","08/17/2024 - 12pm, EDT","2400 Collingwood Boulevard Toledo, OH 43620 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/3c733a7ddfec26fce2904dad6bd28acd.png
"Columbus Real Men, Real Talk Mental Wellness Summit","07/18/2024 - 5, EDT","07/18/2024 - 8pm, EDT","1500 E. Broad st. Columbus, OH 43205 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ad1a600db821472aee0dc99bc46c5489.png
"Graham Family Reunion 2024 Tyson Corner, Va","07/19/2024 - 3pm, EDT","07/22/2024 - 7am, EDT","7901 Tysons One Place Tysons, VA 22102 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/566440113cf84d0c6a3fd3497fca7ede.png
ART & SOUL: HAMPTONS - THE CULTURE EXPERIENCE,"07/19/2024 - 6pm, EDT","07/20/2024 - 11:30pm, EDT","Southampton Southampton, NY 11968 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/9983919b6d91deb4770691d6a2ed59ad.png
2024 Cleveland Black Men's Wellness Day,"08/24/2024 - 7am, EDT","08/24/2024 - 12pm, EDT","10820 East Boulevard Cleveland, OH 44106 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/d089ad629a86368796950e270e07542c.png
Willis - Mahone Family Reunion 2024,"07/12/2024 - 10am, EDT","07/14/2024 - 12am, EDT","1393 South Eads Street Arlington, VA 22202 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/36c41f50fe39bc1a73320bc9c9141dba.png
30 Years of LGBT Detroit: A Documentary Preserving 3 Decades,"07/26/2024 - 7:30, EDT","07/26/2024 - 10pm, EDT","315 East Warren Avenue Detroit, MI 48201 United States",,detroit@lgbtdetroit.org,https://storage.googleapis.com/boroom.appspot.com/events/0abea1412f8e7ce865c05679482673ec.png
Louisville's 2024 Black Men's Wellness Day,"08/24/2024 - 7am, EDT","08/24/2024 - 12pm, EDT","3029 West Muhammad Ali Boulevard Louisville, KY 40212 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/aab0509c11c893878292f0b5d05701aa.png
Beyond Slavery French Quarter Walking Tour,"07/07/2024 - 8:30, CDT","07/07/2024 - 11:30am, CDT","1035 Decatur Street New Orleans, LA 70116 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2f8cfedce5cd610366534c54a41a397c.png
"AfterGlow Chorus - ""Giant Shoulders: Music of the Civil Rights Movement""","07/28/2024 - 4, PDT","07/28/2024 - 5:30pm, PDT","114 Montecito Avenue Oakland, CA 94610 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/5e7685cb797af67b03e13ccd9f6b9433.png
AfroSocaLove : One Love Festival (Feat Maga Stories & More),,,"421 E Sugar Creek Rd Charlotte, NC 28213 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ddf46386c9cb8926deb62545ef961673.png
Bebashi & The Philadelphia Orchestra Short Film Screening and Event,"07/25/2024 - 5:30, EDT","07/25/2024 - 8pm, EDT","3025 Walnut Street Philadelphia, PA 19104 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c533791eeb0701b61954284dad49589b.png
"""From Enslavement to Empowerment: The Story of the Belmead on the James""","09/21/2024 - 4, EDT","09/21/2024 - 5:30pm, EDT","220 West Market Street Charlottesville, VA 22902 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/fa9cde745fa68c797c6c0425a96f1f31.png
Author Event: Brian Copeland in conversation with Tracie Stafford,"07/28/2024 - 3, PDT","07/28/2024 - 4:30pm, PDT","9257 Laguna Springs Drive #130 Elk Grove, CA 95758 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/4e317e9a94504f97e4643fc63c1089b0.png
"Philadelphia Real Men, Real Talk","07/25/2024 - 6, EDT","07/25/2024 - 8pm, EDT","1306 Spring Garden St. Philadelphia, PA 19123 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/24533e97b12114b2f32a313b8f827b9c.png
Civil War History in the Garden,"08/24/2024 - 10, EDT","08/24/2024 - 11:15am, EDT","614 Oronoco Street Alexandria, VA 22314 United States",703-548-1789,contact@leefendallhouse.org,https://storage.googleapis.com/boroom.appspot.com/events/7049c54dbf14193a980f2ca087de090c.png
"Talk It Out, Walk It Out","08/04/2024 - 10am, EDT","08/04/2024 - 3pm, EDT","315 East Warren Avenue Detroit, MI 48201 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/d598f5bbf1eb862c792ba76c34074137.png
2024 Minority Mental Health Event - Guest Tickets,"07/27/2024 - 10am, PDT","07/27/2024 - 2pm, PDT","304 North 6th Street San Jose, CA 95112 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/7293a0ca39cabbb6f957823505e28896.png
Riverside Terrace: Where Today and Tomorrow Collided with Stephen Fox,"07/18/2024 - 6:30, CDT","07/18/2024 - 7:30pm, CDT","5216 Montrose Blvd. Houston, TX 77006 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/5f0e4b39119413f17eed7ebec4740fbb.png
Listen Up with Alexis Nikole Nelson,"07/13/2024 - 6:30, EDT","07/13/2024 - 8pm, EDT","2432 Conservatory Drive Indianapolis, IN 46203 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/f45b5d11e090a6d87dec26b90339c7d8.png
God of Kross Kulture Concert 2024,"07/20/2024 - 5, PDT","07/20/2024 - 8pm, PDT","1935 Manhattan Beach Boulevard Redondo Beach, CA 90278 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/4204daba3196bec980e7d229a219173c.png
SheWhoGolfs  Introduction to Golf Seminar,"07/22/2024 - 10am, PDT","07/22/2024 - 2:30pm, PDT","4001 Reseda Boulevard Los Angeles, CA 91356 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/b15f6ac539aeede742adb106a9921db4.png
CHRISTMAS IN JULY!,"07/27/2024 - 9am, MST","07/27/2024 - 1pm, MST","10601 North 56th Street Scottsdale, AZ 85254 United States",,nspdkphoenix@gmail.com,https://storage.googleapis.com/boroom.appspot.com/events/4842c30a5294343133b102d2fbca0356.png
The Martha's Vineyard Legacy Breakfast Club Black History Symposium,"08/13/2024 - 10am, EDT","08/13/2024 - 2pm, EDT","151 Lagoon Pond Road Tisbury, MA 02568 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/dfdfa7f0b811d87da22785d2997792ef.png
Shades of  You in Pink and Blue,"09/21/2024 - 5, EDT","09/21/2024 - 10pm, EDT","911 Charles Street Fredericksburg, VA 22401 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/d15a37f5d60e22f196cabbc1c98ab53f.png
SOUL 2 SOUL | 2024,,,"1905 Northeast Killingsworth Street Portland, OR 97211 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/59779fa3d4bb10c0186c7edeb93e15c3.png
"The Legacy of Aaron Douglas: Art, History, and Inspiration","07/12/2024 - 5:30, EDT","07/12/2024 - 7pm, EDT","510 State Street Rochester, NY 14608 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/8e17f8200496ba6cf16e4d466879045c.png
Game Nite & Vendor Pop Up,"07/26/2024 - 7, CDT","07/26/2024 - 11:59pm, CDT","3020 West Vliet Street Milwaukee, WI 53208 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/eca9552ea7993cc0bcfe14ff4356d1a7.png
2024 LACAAEA WELLNESS INITIATIVE - SHOWING UP,"07/27/2024 - 10am, PDT","07/27/2024 - 2pm, PDT","4305 Degnan Boulevard #101 Los Angeles, CA 90008 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/10ac7f71e166871e69b784e4f741a9fe.png
FREE PRENATAL YOGA CLASS FOR AFRICAN AMERICAN WOMEN,"07/11/2024 - 1, PDT","07/11/2024 - 2pm, PDT","11833 Wilmington Avenue Los Angeles, CA 90059 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/55f87c4a830bbed4702c1241795559e8.png
People of Color Speed Dating Age 46 - 65+,"08/02/2024 - 6:30, PDT","08/02/2024 - 9:30pm, PDT","11225 Trade Center Drive Suite 250 Rancho Cordova, CA 95742 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/1ae5f77e2409dec7544e59b709377b02.png
Sotterley Presents:  People and Perspectives with Merideth Taylor,"07/10/2024 - 7, EDT","07/10/2024 - 8:30pm, EDT","44300 Sotterley Lane Hollywood, MD 20636 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/74017bd3e3c95cd334d29af824a8ad3f.png
FREE PRENATAL YOGA CLASS FOR AFRICAN AMERICAN WOMEN,"07/08/2024 - 2, PDT","07/08/2024 - 3pm, PDT","5426 Crenshaw Boulevard Los Angeles, CA 90043 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/55f87c4a830bbed4702c1241795559e8.png
Speak Into Existence Open Mic,"07/15/2024 - 6:30, EDT","07/15/2024 - 9pm, EDT","2230 Tacketts Mill Drive #B Lake Ridge, VA 22192 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ae80f7d7afdede24b48d473dd3cae9cf.png
The Art of Blending: Wine Tasting & Makeup Tutorial Happy Hour,"07/17/2024 - 7, EDT","07/17/2024 - 9pm, EDT","1700 West 41st Street #Suite 490 Baltimore, MD 21211 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/f1ce3fdc050c9559e1c26143f2ba7842.png
The Prince Project: Black History in the Old Burial Ground,"07/13/2024 - 2, EDT","07/13/2024 - 3:30pm, EDT","224 Congress Street Portland, ME 04101 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/71ad3dfb84a76ab28bb61a4f2155ca31.png
"Beautiful 2024: A Fashion Show Like No Other, Featuring Survivors!","10/26/2024 - 12, CDT","10/26/2024 - 4pm, CDT","3020 West Vliet Street Milwaukee, WI 53208 United States",414-219-7370,magdalena.flejsierowicz@aah.org,https://storage.googleapis.com/boroom.appspot.com/events/4ba9209c5a17bdd4f31d4d10bd29557b.png
2024 Black Muslim Psychology Conference,"07/20/2024 - 8am, CDT","07/21/2024 - 6pm, CDT","1201 East 60th Street Chicago, IL 60637 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/b804aa298f4a64db94a5fad3316449b4.png
40 Wt. Gravy -  A Soulful History of Soul Food (Dining Experience),"07/06/2024 - 10:30am, CDT","07/06/2024 - 12pm, CDT","2712 Blodgett Street Houston, TX 77004 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/f0dde9e14cc1ea194a71444b86070371.png
Virgo Season Kickoff: Gameday Edition,"08/31/2024 - 8pm, PDT","09/01/2024 - 12am, PDT","14114 Pacific Avenue South Tacoma, WA 98444 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/cfa1ecd7b40e963e568cbd8343f39e20.png
Ted Rhodes Foundation - Windy City Charity Golf Outing,"08/17/2024 - 9am, CDT","08/17/2024 - 5pm, CDT","19110 Ridgeland Avenue Tinley Park, IL 60477 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/94e8a4ca2c72e48c3a3fbc6468af551e.png
2024 Cincinnati Black Men's Wellness Day,"08/31/2024 - 7am, EDT","08/31/2024 - 12pm, EDT","1201 West Kemper Road Cincinnati, OH 45240 United States",,,
"Expungement Clinic July 11, 2024",,,"2222 S. Park Street Madison, WI 53713 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/efb952439429f12fa82e9424a4ad585a.png
Afro Yogi Kids Social Club,"07/10/2024 - 5, CDT","07/10/2024 - 6:30pm, CDT","Meridian Meridian, MS United States",,,https://storage.googleapis.com/boroom.appspot.com/events/579977194b8fedc31b55c2be0b94045a.png
CAAM Cinema: To Right a Wrong: Ballard Mountain,"07/11/2024 - 7, PDT","07/11/2024 - 8pm, PDT","600 State Drive Los Angeles, CA 90037 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ad7faddd9294e430a6808cd4f45c70ee.png
Road Gang Luncheon with DDOT Acting Secretary Sharon Kershbaum,"07/31/2024 - 12, EDT","07/31/2024 - 1:30pm, EDT","707 7th Street Northwest Washington, DC 20001 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/37b3527285322a08b2af8df2643a65ef.png
Grand Lodge Veterans Affairs - 3rd Annual Veterans Honoring Program,"08/08/2024 - 5pm, EDT",,"225 East Coastline Drive Jacksonville, FL 32202 United States",585-797-4565,,https://storage.googleapis.com/boroom.appspot.com/events/efd46c2fceae90da102931b9944a791b.png
NAACP Nashville| Ida B. Wells Youth Oratorical Contest,"09/28/2024 - 4, CDT","09/28/2024 - 6pm, CDT","510 Broadway Nashville, TN 37203 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2cc4426696497caa0ec86f404a3f653d.png
CU Homecoming Comedy Night,"09/20/2024 - 8:30, MDT","09/20/2024 - 11pm, MDT","1595 Pleasant Street Boulder, CO 80309 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/08c9a49ba7fdcd33a014171632a3ec67.png
River Raisin Ragtime Revue,"07/20/2024 - 8pm, EDT",,"110 North Broad Street Hillsdale, MI 49242 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/4c317565042ba6ff0dc32a64dea26b0f.png
SYMBIOPSYCHOTAXIPLASM: TAKE ONE – The Revolutionary Cinéma Vérité Doc!,"07/26/2024 - 7, PDT","07/26/2024 - 9pm, PDT","3910 Los Feliz Boulevard Los Angeles, CA 90027 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/69504a72475967c71b51f4bd1c53c0d6.png
Black Health Connect: DC - Q3 2024 MIXER  - #BlackHealthCon Edition,"07/12/2024 - 5pm, EDT",,"555 8th Street Northwest Washington, DC 20004 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/623bf5f50cf59f962af6c01d80294fa5.png
CFS presents Sip & Screen Social - New Orleans Edition,"07/06/2024 - 3, CDT","07/06/2024 - 6pm, CDT","401 Baronne Street #Suite 101 New Orleans, LA 70112 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/773c550816b17dfe08770c75a217162f.png
African Comedy Meets American Comedy-Independence Day Weekend-Comedy Show,"07/05/2024 - 7pm, CDT","07/06/2024 - 2am, CDT","100 Central Expressway Suite 49 Richardson, TX 75080 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/509ad0703d3d2a357ade48f839b8836e.png
2024 Atlanta Black Men's Wellness Day,"09/14/2024 - 7am, EDT","09/14/2024 - 12pm, EDT","830 Westview Drive Southwest Atlanta, GA 30314 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/5fdcd1e5ffb1dfd5bb00cd6f24fcc3b8.png
Portsmouth - Beginners Chicago Stepping Partner Dance Class,"07/11/2024 - 6, EDT","07/11/2024 - 7pm, EDT","3630 Western Branch Blvd. Portsmouth, VA 23707 United States",757-338-8759,,https://storage.googleapis.com/boroom.appspot.com/events/c98b7ae153f76421dae249cb23216c8e.png
25th Annual  All White DAY-time Affair,"07/06/2024 - 3, CDT","07/06/2024 - 9:30pm, CDT","310 Andrew Higgins Blvd New Orleans, LA 70130 United States",,md@insights-mpc.com,https://storage.googleapis.com/boroom.appspot.com/events/f94967869d13ec418eb24d8471fdaada.png
Cocoa Clique Presents: Saturday Soul Flow - Yoga Session,"07/20/2024 - 10, MST","07/20/2024 - 11:30am, MST","222 East McDowell Road #c101 Phoenix, AZ 85004 United States",,business@cocoaclique.com,https://storage.googleapis.com/boroom.appspot.com/events/b5f21e063e322464d2e127a0116d89a2.png
36th Scholarship Awards and Float Your Boat Celebration,"07/18/2024 - 6, EDT","07/18/2024 - 10pm, EDT","130 Atwater Street Detroit, MI 48226 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/4ce8dd4ccda9f5a349057f1dd0bfcb96.png
Liberation Through Art Presents : Black DJ  Music Sesh Vol. 3,"08/25/2024 - 1, PDT","08/25/2024 - 5pm, PDT","3795 Fairmount Avenue San Diego, CA 92105 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/1b9c046143b9cfe05b7b48b6c9805edf.png
Washington D.C. Black Men's Wellness Day,"09/28/2024 - 7am, EDT","09/28/2024 - 12pm, EDT","2700 Martin Luther King Junior Avenue Southeast Washington, DC 20032 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/8de7562bd7657fca301859cd88046592.png
Chad Lawson Cooper’s Justice on Trial Reloaded  Orlando,"07/28/2024 - 6, EDT","07/28/2024 - 8pm, EDT","801 Rio Grande Avenue Orlando, FL 32805 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/76a4a839d4a54fe6ecece5cf1b4ff6ad.png
Celebrating the Life of Quilt Historian Cuesta Benberry,"08/24/2024 - 2, EDT","08/24/2024 - 3:30pm, EDT","915 New Hope Road Southwest Atlanta, GA 30331 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/611bc754f34f2182daffe269e3a3e339.png
